# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
 2388       1.364348989735e-11       3.410635087715e-13       0.000000000000e+00       0.000000000000e+00      -8.489940082458e-13       0.000000000000e+00       1.575917450392e-16       1.362828715677e-17       1.528647412814e-18 
 2389       1.362145791245e-11       3.385038894563e-13       0.000000000000e+00       0.000000000000e+00      -8.385162312125e-13       0.000000000000e+00       1.572841799058e-16       1.373618520399e-17       1.468076884584e-18 
 2390       1.359887786799e-11       3.360057532085e-13       0.000000000000e+00       0.000000000000e+00      -8.280174767229e-13       0.000000000000e+00       1.569772951367e-16       1.384477867530e-17       1.406730098883e-18 
 2391       1.357575365459e-11       3.335691745467e-13       0.000000000000e+00       0.000000000000e+00      -8.175016613765e-13       0.000000000000e+00       1.566710891112e-16       1.395404098830e-17       1.344689047636e-18 
 2392       1.355208917916e-11       3.311942278318e-13       0.000000000000e+00       0.000000000000e+00      -8.069727149332e-13       0.000000000000e+00       1.563655601958e-16       1.406394546800e-17       1.282036001566e-18 
 2393       1.352788836488e-11       3.288809872673e-13       0.000000000000e+00       0.000000000000e+00      -7.964345803259e-13       0.000000000000e+00       1.560607067448e-16       1.417446534669e-17       1.218853510479e-18 
 2394       1.350315515125e-11       3.266295268989e-13       0.000000000000e+00       0.000000000000e+00      -7.858912136753e-13       0.000000000000e+00       1.557565271000e-16       1.428557376384e-17       1.155224403563e-18 
 2395       1.347789349406e-11       3.244399206140e-13       0.000000000000e+00       0.000000000000e+00      -7.753465843029e-13       0.000000000000e+00       1.554530195906e-16       1.439724376604e-17       1.091231789678e-18 
 2396       1.345210736546e-11       3.223122421415e-13       0.000000000000e+00       0.000000000000e+00      -7.648046747452e-13       0.000000000000e+00       1.551501825333e-16       1.450944830684e-17       1.026959057649e-18 
 2397       1.342580075395e-11       3.202465650515e-13       0.000000000000e+00       0.000000000000e+00      -7.542694807674e-13       0.000000000000e+00       1.548480142323e-16       1.462216024671e-17       9.624898765586e-19 
 2398       1.339897766441e-11       3.182429627552e-13       0.000000000000e+00       0.000000000000e+00      -7.437450113768e-13       0.000000000000e+00       1.545465129792e-16       1.473535235290e-17       8.979081960419e-19 
 2399       1.337164211810e-11       3.163015085040e-13       0.000000000000e+00       0.000000000000e+00      -7.332352888372e-13       0.000000000000e+00       1.542456770533e-16       1.484899729939e-17       8.332982465769e-19 
 2400       1.334379815269e-11       3.144222753900e-13       0.000000000000e+00       0.000000000000e+00      -7.227443486821e-13       0.000000000000e+00       1.539455047208e-16       1.496306766673e-17       7.687445397782e-19 
 2401       1.331544982228e-11       3.126053363449e-13       0.000000000000e+00       0.000000000000e+00      -7.122762397285e-13       0.000000000000e+00       1.536459942358e-16       1.507753594200e-17       7.043318686906e-19 
 2402       1.328660119743e-11       3.108507641401e-13       0.000000000000e+00       0.000000000000e+00      -7.018350240912e-13       0.000000000000e+00       1.533471438395e-16       1.519237451866e-17       6.401453080809e-19 
 2403       1.325725636515e-11       3.091586313867e-13       0.000000000000e+00       0.000000000000e+00      -6.914247771959e-13       0.000000000000e+00       1.530489517606e-16       1.530755569650e-17       5.762702147314e-19 
 2404       1.322741942893e-11       3.075290105343e-13       0.000000000000e+00       0.000000000000e+00      -6.810495877933e-13       0.000000000000e+00       1.527514162151e-16       1.542305168152e-17       5.127922277326e-19 
 2405       1.319709450877e-11       3.059619738716e-13       0.000000000000e+00       0.000000000000e+00      -6.707135579728e-13       0.000000000000e+00       1.524545354064e-16       1.553883458581e-17       4.497972687759e-19 
 2406       1.316628574119e-11       3.044575935256e-13       0.000000000000e+00       0.000000000000e+00      -6.604208031764e-13       0.000000000000e+00       1.521583075252e-16       1.565487642751e-17       3.873715424469e-19 
 2407       1.313499727922e-11       3.030159414614e-13       0.000000000000e+00       0.000000000000e+00      -6.501754522120e-13       0.000000000000e+00       1.518627307494e-16       1.577114913065e-17       3.256015365176e-19 
 2408       1.310323329248e-11       3.016370894818e-13       0.000000000000e+00       0.000000000000e+00      -6.399816472677e-13       0.000000000000e+00       1.515678032443e-16       1.588762452508e-17       2.645740222398e-19 
 2409       1.307099796714e-11       3.003211092273e-13       0.000000000000e+00       0.000000000000e+00      -6.298435439254e-13       0.000000000000e+00       1.512735231625e-16       1.600427434639e-17       2.043760546378e-19 
 2410       1.303829550598e-11       2.990680721753e-13       0.000000000000e+00       0.000000000000e+00      -6.197653111743e-13       0.000000000000e+00       1.509798886439e-16       1.612107023577e-17       1.450949728012e-19 
 2411       1.300513012836e-11       2.978780496404e-13       0.000000000000e+00       0.000000000000e+00      -6.097511314250e-13       0.000000000000e+00       1.506868978153e-16       1.623798373996e-17       8.681840017771e-20 
 2412       1.297150607030e-11       2.967511127735e-13       0.000000000000e+00       0.000000000000e+00      -5.998052005230e-13       0.000000000000e+00       1.503945487913e-16       1.635498631109e-17       2.963424486621e-20 
 2413       1.293742758443e-11       2.956873325617e-13       0.000000000000e+00       0.000000000000e+00      -5.899317277627e-13       0.000000000000e+00       1.501028396732e-16       1.647204930666e-17      -2.636930009058e-20 
 2414       1.290289894008e-11       2.946867798283e-13       0.000000000000e+00       0.000000000000e+00      -5.801349359009e-13       0.000000000000e+00       1.498117685497e-16       1.658914398937e-17      -8.110375641312e-20 
 2415       1.286792442324e-11       2.937495252320e-13       0.000000000000e+00       0.000000000000e+00      -5.704190611709e-13       0.000000000000e+00       1.495213334968e-16       1.670624152707e-17      -1.344803602923e-19 
 2416       1.283250920443e-11       2.928755110674e-13       0.000000000000e+00       0.000000000000e+00      -5.607879703857e-13       0.000000000000e+00       1.492315326837e-16       1.682331398383e-17      -1.864339462674e-19 
 2417       1.279666194807e-11       2.920641658162e-13       0.000000000000e+00       0.000000000000e+00      -5.512440096863e-13       0.000000000000e+00       1.489423646928e-16       1.694033729994e-17      -2.369947576198e-19 
 2418       1.276039221891e-11       2.913147872597e-13       0.000000000000e+00       0.000000000000e+00      -5.417891488441e-13       0.000000000000e+00       1.486538282017e-16       1.705728832980e-17      -2.862170705911e-19 
 2419       1.272370961577e-11       2.906266704624e-13       0.000000000000e+00       0.000000000000e+00      -5.324253635432e-13       0.000000000000e+00       1.483659218772e-16       1.717414385226e-17      -3.341553499289e-19 
 2420       1.268662377152e-11       2.899991077700e-13       0.000000000000e+00       0.000000000000e+00      -5.231546353865e-13       0.000000000000e+00       1.480786443754e-16       1.729088057055e-17      -3.808642490849e-19 
 2421       1.264914435309e-11       2.894313888056e-13       0.000000000000e+00       0.000000000000e+00      -5.139789519016e-13       0.000000000000e+00       1.477919943417e-16       1.740747511222e-17      -4.263986104125e-19 
 2422       1.261128106157e-11       2.889228004676e-13       0.000000000000e+00       0.000000000000e+00      -5.049003065465e-13       0.000000000000e+00       1.475059704105e-16       1.752390402902e-17      -4.708134653652e-19 
 2423       1.257304363220e-11       2.884726269258e-13       0.000000000000e+00       0.000000000000e+00      -4.959206987157e-13       0.000000000000e+00       1.472205712055e-16       1.764014379690e-17      -5.141640346944e-19 
 2424       1.253444183443e-11       2.880801496193e-13       0.000000000000e+00       0.000000000000e+00      -4.870421337457e-13       0.000000000000e+00       1.469357953394e-16       1.775617081583e-17      -5.565057286471e-19 
 2425       1.249548547195e-11       2.877446472532e-13       0.000000000000e+00       0.000000000000e+00      -4.782666229216e-13       0.000000000000e+00       1.466516414143e-16       1.787196140983e-17      -5.978941471642e-19 
 2426       1.245618438269e-11       2.874653957956e-13       0.000000000000e+00       0.000000000000e+00      -4.695961834823e-13       0.000000000000e+00       1.463681080213e-16       1.798749182679e-17      -6.383850800782e-19 
 2427       1.241654843892e-11       2.872416684747e-13       0.000000000000e+00       0.000000000000e+00      -4.610328386266e-13       0.000000000000e+00       1.460851937405e-16       1.810273823848e-17      -6.780345073115e-19 
 2428       1.237658754726e-11       2.870727357761e-13       0.000000000000e+00       0.000000000000e+00      -4.525786175194e-13       0.000000000000e+00       1.458028971413e-16       1.821767674041e-17      -7.168985990739e-19 
 2429       1.233631164867e-11       2.869578654394e-13       0.000000000000e+00       0.000000000000e+00      -4.442355552971e-13       0.000000000000e+00       1.455212167821e-16       1.833228335178e-17      -7.550337160610e-19 
 2430       1.229573071856e-11       2.868963224556e-13       0.000000000000e+00       0.000000000000e+00      -4.360056930739e-13       0.000000000000e+00       1.452401512105e-16       1.844653401542e-17      -7.924964096516e-19 
 2431       1.225485476678e-11       2.868873690641e-13       0.000000000000e+00       0.000000000000e+00      -4.278910779473e-13       0.000000000000e+00       1.449596989628e-16       1.856040459765e-17      -8.293434221064e-19 
 2432       1.221369383767e-11       2.869302647498e-13       0.000000000000e+00       0.000000000000e+00      -4.198937630045e-13       0.000000000000e+00       1.446798585649e-16       1.867387088829e-17      -8.656316867653e-19 
 2433       1.217225801010e-11       2.870242662398e-13       0.000000000000e+00       0.000000000000e+00      -4.120158073279e-13       0.000000000000e+00       1.444006285312e-16       1.878690860051e-17      -9.014183282458e-19 
 2434       1.213055739747e-11       2.871686275009e-13       0.000000000000e+00       0.000000000000e+00      -4.042592760009e-13       0.000000000000e+00       1.441220073655e-16       1.889949337077e-17      -9.367606626404e-19 
 2435       1.208860214781e-11       2.873625997366e-13       0.000000000000e+00       0.000000000000e+00      -3.966262401142e-13       0.000000000000e+00       1.438439935605e-16       1.901160075877e-17      -9.717161977155e-19 
 2436       1.204640244377e-11       2.876054313838e-13       0.000000000000e+00       0.000000000000e+00      -3.891187767715e-13       0.000000000000e+00       1.435665855978e-16       1.912320624734e-17      -1.006342633108e-18 
 2437       1.200396850267e-11       2.878963681103e-13       0.000000000000e+00       0.000000000000e+00      -3.817389690951e-13       0.000000000000e+00       1.432897819481e-16       1.923428524239e-17      -1.040697860525e-18 
 2438       1.196131057651e-11       2.882346528115e-13       0.000000000000e+00       0.000000000000e+00      -3.744889062324e-13       0.000000000000e+00       1.430135810710e-16       1.934481307281e-17      -1.074839963940e-18 
 2439       1.191843895206e-11       2.886195256077e-13       0.000000000000e+00       0.000000000000e+00      -3.673706833612e-13       0.000000000000e+00       1.427379814151e-16       1.945476499040e-17      -1.108827219792e-18 
 2440       1.187536395084e-11       2.890502238410e-13       0.000000000000e+00       0.000000000000e+00      -3.603864016960e-13       0.000000000000e+00       1.424629814179e-16       1.956411616978e-17      -1.142718097183e-18 
 2441       1.183209592921e-11       2.895259820725e-13       0.000000000000e+00       0.000000000000e+00      -3.535381684936e-13       0.000000000000e+00       1.421885795058e-16       1.967284170835e-17      -1.176571258076e-18 
 2442       1.178864527835e-11       2.900460320793e-13       0.000000000000e+00       0.000000000000e+00      -3.468280970591e-13       0.000000000000e+00       1.419147740943e-16       1.978091662617e-17      -1.210445557493e-18 
 2443       1.174502242433e-11       2.906096028513e-13       0.000000000000e+00       0.000000000000e+00      -3.402583067520e-13       0.000000000000e+00       1.416415635875e-16       1.988831586591e-17      -1.244400043713e-18 
 2444       1.170123782815e-11       2.912159205888e-13       0.000000000000e+00       0.000000000000e+00      -3.338309229917e-13       0.000000000000e+00       1.413689463786e-16       1.999501429275e-17      -1.278493958471e-18 
 2445       1.165730198574e-11       2.918642086991e-13       0.000000000000e+00       0.000000000000e+00      -3.275480772638e-13       0.000000000000e+00       1.410969208496e-16       2.010098669433e-17      -1.312786737152e-18 
 2446       1.161322542804e-11       2.925536877937e-13       0.000000000000e+00       0.000000000000e+00      -3.214119071255e-13       0.000000000000e+00       1.408254853714e-16       2.020620778066e-17      -1.347338008995e-18 
 2447       1.156901872102e-11       2.932835756853e-13       0.000000000000e+00       0.000000000000e+00      -3.154245562120e-13       0.000000000000e+00       1.405546383037e-16       2.031065218401e-17      -1.382207597287e-18 
 2448       1.152469246570e-11       2.940530873850e-13       0.000000000000e+00       0.000000000000e+00      -3.095881742422e-13       0.000000000000e+00       1.402843779950e-16       2.041429445889e-17      -1.417455519560e-18 
 2449       1.148025729820e-11       2.948614350993e-13       0.000000000000e+00       0.000000000000e+00      -3.039049170243e-13       0.000000000000e+00       1.400147027827e-16       2.051710908194e-17      -1.453141987792e-18 
 2450       1.143572388978e-11       2.957078282270e-13       0.000000000000e+00       0.000000000000e+00      -2.983769464622e-13       0.000000000000e+00       1.397456109929e-16       2.061907045185e-17      -1.489327408605e-18 
 2451       1.139110294687e-11       2.965914733565e-13       0.000000000000e+00       0.000000000000e+00      -2.930064305610e-13       0.000000000000e+00       1.394771009406e-16       2.072015288929e-17      -1.526072383458e-18 
 2452       1.134640521109e-11       2.975115742627e-13       0.000000000000e+00       0.000000000000e+00      -2.877955434330e-13       0.000000000000e+00       1.392091709296e-16       2.082033063684e-17      -1.563437708853e-18 
 2453       1.130164145933e-11       2.984673319041e-13       0.000000000000e+00       0.000000000000e+00      -2.827464653039e-13       0.000000000000e+00       1.389418192522e-16       2.091957785890e-17      -1.601484376525e-18 
 2454       1.125682250372e-11       2.994579444197e-13       0.000000000000e+00       0.000000000000e+00      -2.778613825180e-13       0.000000000000e+00       1.386750441898e-16       2.101786864161e-17      -1.640273573645e-18 
 2455       1.121195886910e-11       3.004825802487e-13       0.000000000000e+00       0.000000000000e+00      -2.731420322961e-13       0.000000000000e+00       1.384088441061e-16       2.111519047917e-17      -1.679843710938e-18 
 2456       1.116705982289e-11       3.015402973186e-13       0.000000000000e+00       0.000000000000e+00      -2.685883340278e-13       0.000000000000e+00       1.381432177295e-16       2.121158482076e-17      -1.720141356924e-18 
 2457       1.112213433948e-11       3.026301233691e-13       0.000000000000e+00       0.000000000000e+00      -2.641997498275e-13       0.000000000000e+00       1.378781638727e-16       2.130710676531e-17      -1.761089892148e-18 
 2458       1.107719142236e-11       3.037510827823e-13       0.000000000000e+00       0.000000000000e+00      -2.599757390385e-13       0.000000000000e+00       1.376136813388e-16       2.140181159722e-17      -1.802612443593e-18 
 2459       1.103224010416e-11       3.049021965797e-13       0.000000000000e+00       0.000000000000e+00      -2.559157582297e-13       0.000000000000e+00       1.373497689216e-16       2.149575478659e-17      -1.844631884421e-18 
 2460       1.098728944666e-11       3.060824824182e-13       0.000000000000e+00       0.000000000000e+00      -2.520192611926e-13       0.000000000000e+00       1.370864254052e-16       2.158899198941e-17      -1.887070833710e-18 
 2461       1.094234854085e-11       3.072909545871e-13       0.000000000000e+00       0.000000000000e+00      -2.482856989382e-13       0.000000000000e+00       1.368236495642e-16       2.168157904772e-17      -1.929851656203e-18 
 2462       1.089742650691e-11       3.085266240043e-13       0.000000000000e+00       0.000000000000e+00      -2.447145196935e-13       0.000000000000e+00       1.365614401639e-16       2.177357198983e-17      -1.972896462038e-18 
 2463       1.085253249432e-11       3.097884982129e-13       0.000000000000e+00       0.000000000000e+00      -2.413051688987e-13       0.000000000000e+00       1.362997959599e-16       2.186502703049e-17      -2.016127106500e-18 
 2464       1.080767568179e-11       3.110755813777e-13       0.000000000000e+00       0.000000000000e+00      -2.380570892040e-13       0.000000000000e+00       1.360387156983e-16       2.195600057111e-17      -2.059465189751e-18 
 2465       1.076286527737e-11       3.123868742819e-13       0.000000000000e+00       0.000000000000e+00      -2.349697204661e-13       0.000000000000e+00       1.357781981155e-16       2.204654919992e-17      -2.102832056579e-18 
 2466       1.071811051846e-11       3.137213743233e-13       0.000000000000e+00       0.000000000000e+00      -2.320424997452e-13       0.000000000000e+00       1.355182419386e-16       2.213672969217e-17      -2.146148796137e-18 
 2467       1.067342067179e-11       3.150780755112e-13       0.000000000000e+00       0.000000000000e+00      -2.292748613020e-13       0.000000000000e+00       1.352588458850e-16       2.222659901035e-17      -2.189336241678e-18 
 2468       1.062880503353e-11       3.164559684626e-13       0.000000000000e+00       0.000000000000e+00      -2.266662365945e-13       0.000000000000e+00       1.350000086623e-16       2.231621430431e-17      -2.232314970305e-18 
 2469       1.058427292925e-11       3.178540403988e-13       0.000000000000e+00       0.000000000000e+00      -2.242160542745e-13       0.000000000000e+00       1.347417289690e-16       2.240563291154e-17      -2.275005302703e-18 
 2470       1.053983371400e-11       3.192712751421e-13       0.000000000000e+00       0.000000000000e+00      -2.219237401847e-13       0.000000000000e+00       1.344840054934e-16       2.249491235728e-17      -2.317327302887e-18 
 2471       1.049549677230e-11       3.207066531121e-13       0.000000000000e+00       0.000000000000e+00      -2.197887173558e-13       0.000000000000e+00       1.342268369146e-16       2.258411035479e-17      -2.359200777938e-18 
 2472       1.045127151820e-11       3.221591513223e-13       0.000000000000e+00       0.000000000000e+00      -2.178104060025e-13       0.000000000000e+00       1.339702219018e-16       2.267328480545e-17      -2.400545277745e-18 
 2473       1.040716739528e-11       3.236277433767e-13       0.000000000000e+00       0.000000000000e+00      -2.159882235213e-13       0.000000000000e+00       1.337141591148e-16       2.276249379903e-17      -2.441280094747e-18 
 2474       1.036319387672e-11       3.251113994662e-13       0.000000000000e+00       0.000000000000e+00      -2.143215844866e-13       0.000000000000e+00       1.334586472035e-16       2.285179561385e-17      -2.481324263672e-18 
 2475       1.031936046528e-11       3.266090863651e-13       0.000000000000e+00       0.000000000000e+00      -2.128099006480e-13       0.000000000000e+00       1.332036848082e-16       2.294124871696e-17      -2.520596561279e-18 
 2476       1.027567669338e-11       3.281197674279e-13       0.000000000000e+00       0.000000000000e+00      -2.114525809269e-13       0.000000000000e+00       1.329492705596e-16       2.303091176434e-17      -2.559015506098e-18 
 2477       1.023215212307e-11       3.296424025854e-13       0.000000000000e+00       0.000000000000e+00      -2.102490314132e-13       0.000000000000e+00       1.326954030787e-16       2.312084360110e-17      -2.596499358172e-18 
 2478       1.018879634614e-11       3.311759483415e-13       0.000000000000e+00       0.000000000000e+00      -2.091986553626e-13       0.000000000000e+00       1.324420809766e-16       2.321110326166e-17      -2.632966118795e-18 
 2479       1.014561898407e-11       3.327193577697e-13       0.000000000000e+00       0.000000000000e+00      -2.083008531929e-13       0.000000000000e+00       1.321893028548e-16       2.330174996994e-17      -2.668333530256e-18 
 2480       1.010262968810e-11       3.342715805095e-13       0.000000000000e+00       0.000000000000e+00      -2.075550224812e-13       0.000000000000e+00       1.319370673052e-16       2.339284313957e-17      -2.702519075579e-18 
 2481       1.005983813925e-11       3.358315627631e-13       0.000000000000e+00       0.000000000000e+00      -2.069605579604e-13       0.000000000000e+00       1.316853729097e-16       2.348444237405e-17      -2.735439978262e-18 
 2482       1.001725404837e-11       3.373982472918e-13       0.000000000000e+00       0.000000000000e+00      -2.065168515165e-13       0.000000000000e+00       1.314342182407e-16       2.357660746696e-17      -2.767013202019e-18 
 2483       9.974887156132e-12       3.389705734125e-13       0.000000000000e+00       0.000000000000e+00      -2.062232921850e-13       0.000000000000e+00       1.311836018605e-16       2.366939840216e-17      -2.797155450520e-18 
 2484       9.932747233085e-12       3.405474769941e-13       0.000000000000e+00       0.000000000000e+00      -2.060792661479e-13       0.000000000000e+00       1.309335223220e-16       2.376287535393e-17      -2.825783167135e-18 
 2485       9.890844079680e-12       3.421278904546e-13       0.000000000000e+00       0.000000000000e+00      -2.060841567305e-13       0.000000000000e+00       1.306839781680e-16       2.385709868725e-17      -2.852812534669e-18 
 2486       9.849187526297e-12       3.437107427568e-13       0.000000000000e+00       0.000000000000e+00      -2.062373443983e-13       0.000000000000e+00       1.304349679316e-16       2.395212895791e-17      -2.878159475107e-18 
 2487       9.807787433277e-12       3.452949594053e-13       0.000000000000e+00       0.000000000000e+00      -2.065382067537e-13       0.000000000000e+00       1.301864901363e-16       2.404802691274e-17      -2.901739649356e-18 
 2488       9.766653690947e-12       3.468794624432e-13       0.000000000000e+00       0.000000000000e+00      -2.069861185329e-13       0.000000000000e+00       1.299385432953e-16       2.414485348977e-17      -2.923468456979e-18 
 2489       9.725796219657e-12       3.484631704481e-13       0.000000000000e+00       0.000000000000e+00      -2.075804516030e-13       0.000000000000e+00       1.296911259124e-16       2.424266981848e-17      -2.943261035945e-18 
 2490       9.685224969801e-12       3.500449985290e-13       0.000000000000e+00       0.000000000000e+00      -2.083205749582e-13       0.000000000000e+00       1.294442364813e-16       2.434153721993e-17      -2.961032262361e-18 
 2491       9.644949921853e-12       3.516238583227e-13       0.000000000000e+00       0.000000000000e+00      -2.092058547172e-13       0.000000000000e+00       1.291978734859e-16       2.444151720697e-17      -2.976696750220e-18 
 2492       9.604981086393e-12       3.531986579902e-13       0.000000000000e+00       0.000000000000e+00      -2.102356541197e-13       0.000000000000e+00       1.289520354002e-16       2.454267148444e-17      -2.990168851135e-18 
 2493       9.565328504138e-12       3.547683022136e-13       0.000000000000e+00       0.000000000000e+00      -2.114093335236e-13       0.000000000000e+00       1.287067206884e-16       2.464506194936e-17      -3.001362654087e-18 
 2494       9.526001148638e-12       3.563317616682e-13       0.000000000000e+00       0.000000000000e+00      -2.127259767136e-13       0.000000000000e+00       1.284619278877e-16       2.474872384985e-17      -3.010223204336e-18 
 2495       9.487003627273e-12       3.578882818932e-13       0.000000000000e+00       0.000000000000e+00      -2.141835680790e-13       0.000000000000e+00       1.282176558574e-16       2.485358508936e-17      -3.016820360980e-18 
 2496       9.448339460945e-12       3.594371756405e-13       0.000000000000e+00       0.000000000000e+00      -2.157798105990e-13       0.000000000000e+00       1.279739035315e-16       2.495954644902e-17      -3.021255489929e-18 
 2497       9.410012179660e-12       3.609777535080e-13       0.000000000000e+00       0.000000000000e+00      -2.175123990831e-13       0.000000000000e+00       1.277306698356e-16       2.506650838561e-17      -3.023630295114e-18 
 2498       9.372025322542e-12       3.625093239376e-13       0.000000000000e+00       0.000000000000e+00      -2.193790201628e-13       0.000000000000e+00       1.274879536868e-16       2.517437103119e-17      -3.024046818832e-18 
 2499       9.334382437833e-12       3.640311932124e-13       0.000000000000e+00       0.000000000000e+00      -2.213773522833e-13       0.000000000000e+00       1.272457539941e-16       2.528303419280e-17      -3.022607442082e-18 
 2500       9.297087082908e-12       3.655426654556e-13       0.000000000000e+00       0.000000000000e+00      -2.235050656948e-13       0.000000000000e+00       1.270040696578e-16       2.539239735211e-17      -3.019414884913e-18 
 2501       9.260142824280e-12       3.670430426275e-13       0.000000000000e+00       0.000000000000e+00      -2.257598224442e-13       0.000000000000e+00       1.267628995702e-16       2.550235966511e-17      -3.014572206767e-18 
 2502       9.223553237611e-12       3.685316245236e-13       0.000000000000e+00       0.000000000000e+00      -2.281392763665e-13       0.000000000000e+00       1.265222426149e-16       2.561281996178e-17      -3.008182806820e-18 
 2503       9.187321907715e-12       3.700077087728e-13       0.000000000000e+00       0.000000000000e+00      -2.306410730767e-13       0.000000000000e+00       1.262820976672e-16       2.572367674576e-17      -3.000350424324e-18 
 2504       9.151452428572e-12       3.714705908347e-13       0.000000000000e+00       0.000000000000e+00      -2.332628499607e-13       0.000000000000e+00       1.260424635940e-16       2.583482819403e-17      -2.991179138953e-18 
 2505       9.115948403336e-12       3.729195639979e-13       0.000000000000e+00       0.000000000000e+00      -2.360022361677e-13       0.000000000000e+00       1.258033392539e-16       2.594617215655e-17      -2.980773371142e-18 
 2506       9.080813444338e-12       3.743539193778e-13       0.000000000000e+00       0.000000000000e+00      -2.388568526010e-13       0.000000000000e+00       1.255647234968e-16       2.605760615601e-17      -2.969237882434e-18 
 2507       9.046051173101e-12       3.757729459142e-13       0.000000000000e+00       0.000000000000e+00      -2.418243119101e-13       0.000000000000e+00       1.253266151644e-16       2.616902738741e-17      -2.956677775818e-18 
 2508       9.011665220343e-12       3.771759303693e-13       0.000000000000e+00       0.000000000000e+00      -2.449022184818e-13       0.000000000000e+00       1.250890130897e-16       2.628033271779e-17      -2.943198496078e-18 
 2509       8.977659225988e-12       3.785621573258e-13       0.000000000000e+00       0.000000000000e+00      -2.480881684322e-13       0.000000000000e+00       1.248519160976e-16       2.639141868590e-17      -2.928905830127e-18 
 2510       8.944036839175e-12       3.799309091844e-13       0.000000000000e+00       0.000000000000e+00      -2.513797495979e-13       0.000000000000e+00       1.246153230042e-16       2.650218150187e-17      -2.913905907360e-18 
 2511       8.910801718266e-12       3.812814661618e-13       0.000000000000e+00       0.000000000000e+00      -2.547745415276e-13       0.000000000000e+00       1.243792326172e-16       2.661251704684e-17      -2.898305199989e-18 
 2512       8.877957530850e-12       3.826131062887e-13       0.000000000000e+00       0.000000000000e+00      -2.582701154739e-13       0.000000000000e+00       1.241436437358e-16       2.672232087271e-17      -2.882210523389e-18 
 2513       8.845507953759e-12       3.839251054074e-13       0.000000000000e+00       0.000000000000e+00      -2.618640343845e-13       0.000000000000e+00       1.239085551508e-16       2.683148820176e-17      -2.865729036442e-18 
 2514       8.813456673071e-12       3.852167371698e-13       0.000000000000e+00       0.000000000000e+00      -2.655538528942e-13       0.000000000000e+00       1.236739656445e-16       2.693991392632e-17      -2.848968241876e-18 
 2515       8.781807384117e-12       3.864872730354e-13       0.000000000000e+00       0.000000000000e+00      -2.693371173159e-13       0.000000000000e+00       1.234398739904e-16       2.704749260849e-17      -2.832035986612e-18 
 2516       8.750563791497e-12       3.877359822690e-13       0.000000000000e+00       0.000000000000e+00      -2.732113656326e-13       0.000000000000e+00       1.232062789538e-16       2.715411847975e-17      -2.815040462103e-18 
 2517       8.719729609078e-12       3.889621319383e-13       0.000000000000e+00       0.000000000000e+00      -2.771741274888e-13       0.000000000000e+00       1.229731792912e-16       2.725968544069e-17      -2.798090204681e-18 
 2518       8.689308560012e-12       3.901649869124e-13       0.000000000000e+00       0.000000000000e+00      -2.812229241819e-13       0.000000000000e+00       1.227405737506e-16       2.736408706065e-17      -2.781294095896e-18 
 2519       8.659304376738e-12       3.913438098590e-13       0.000000000000e+00       0.000000000000e+00      -2.853552686541e-13       0.000000000000e+00       1.225084610717e-16       2.746721657741e-17      -2.764761362860e-18 
 2520       8.629720800992e-12       3.924978612429e-13       0.000000000000e+00       0.000000000000e+00      -2.895686654836e-13       0.000000000000e+00       1.222768399852e-16       2.756896689684e-17      -2.748601578592e-18 
 2521       8.600561583817e-12       3.936263993232e-13       0.000000000000e+00       0.000000000000e+00      -2.938606108764e-13       0.000000000000e+00       1.220457092135e-16       2.766923059261e-17      -2.732924662357e-18 
 2522       8.571830485569e-12       3.947286801517e-13       0.000000000000e+00       0.000000000000e+00      -2.982285926576e-13       0.000000000000e+00       1.218150674703e-16       2.776789990581e-17      -2.717840880012e-18 
 2523       8.543531275926e-12       3.958039575704e-13       0.000000000000e+00       0.000000000000e+00      -3.026700902633e-13       0.000000000000e+00       1.215849134607e-16       2.786486674469e-17      -2.703460844347e-18 
 2524       8.515667733899e-12       3.968514832096e-13       0.000000000000e+00       0.000000000000e+00      -3.071825747319e-13       0.000000000000e+00       1.213552458812e-16       2.796002268429e-17      -2.689895515428e-18 
 2525       8.488243647835e-12       3.978705064857e-13       0.000000000000e+00       0.000000000000e+00      -3.117635086956e-13       0.000000000000e+00       1.211260634196e-16       2.805325896609e-17      -2.677256200942e-18 
 2526       8.461262815430e-12       3.988602745988e-13       0.000000000000e+00       0.000000000000e+00      -3.164103463721e-13       0.000000000000e+00       1.208973647552e-16       2.814446649776e-17      -2.665654556537e-18 
 2527       8.434729043736e-12       3.998200325310e-13       0.000000000000e+00       0.000000000000e+00      -3.211205335563e-13       0.000000000000e+00       1.206691485586e-16       2.823353585276e-17      -2.655202586164e-18 
 2528       8.408646149169e-12       4.007490230441e-13       0.000000000000e+00       0.000000000000e+00      -3.258915076114e-13       0.000000000000e+00       1.204414134916e-16       2.832035727005e-17      -2.646012642426e-18 
 2529       8.383017957516e-12       4.016464866772e-13       0.000000000000e+00       0.000000000000e+00      -3.307206974610e-13       0.000000000000e+00       1.202141582075e-16       2.840482065376e-17      -2.638197426912e-18 
